,entity,to_search,snippet,address,coordinates,name_location,class,type
203,Corso Alcide De Gasperi,Corso Alcide De Gasperi Torino,"[""*I più importanti per ampiezza e giro d'affari si svolgono in Piazza Benefica, in Corso Alcide De Gasperi, in via Onorato Vigliani, in corso Svizzera, in Corso Racconigi e in piazza Barcellona.""]","Corso Alcide De Gasperi, Crocetta, Circoscrizione 1, Torino, Piemonte, 10129, Italia","{""coordinates"": [7.662648, 45.058201], ""type"": ""Point""}","Corso Alcide De Gasperi, Crocetta, Circoscrizione 1, Torino, Piemonte, 10129, Italia",highway,residential
204,via Onorato Vigliani,via Onorato Vigliani Torino,"[""*I più importanti per ampiezza e giro d'affari si svolgono in Piazza Benefica, in Corso Alcide De Gasperi, in via Onorato Vigliani, in corso Svizzera, in Corso Racconigi e in piazza Barcellona.""]","Via Onorato Vigliani, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia","{""coordinates"": [7.659683, 45.017702], ""type"": ""Point""}","Via Onorato Vigliani, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia",highway,secondary
205,corso Svizzera,corso Svizzera Torino,"[""*I più importanti per ampiezza e giro d'affari si svolgono in Piazza Benefica, in Corso Alcide De Gasperi, in via Onorato Vigliani, in corso Svizzera, in Corso Racconigi e in piazza Barcellona.""]","Corso Svizzera, Martinetto, Circoscrizione 4, Torino, Piemonte, 10149, Italia","{""coordinates"": [7.660495, 45.089936], ""type"": ""Point""}","Corso Svizzera, Martinetto, Circoscrizione 4, Torino, Piemonte, 10149, Italia",highway,secondary
206,Corso Racconigi,Corso Racconigi Torino,"[""*I più importanti per ampiezza e giro d'affari si svolgono in Piazza Benefica, in Corso Alcide De Gasperi, in via Onorato Vigliani, in corso Svizzera, in Corso Racconigi e in piazza Barcellona.""]","Corso Racconigi, Cenisia, Circoscrizione 3, Torino, Piemonte, 10139, Italia","{""coordinates"": [7.647789, 45.0736], ""type"": ""Point""}","Corso Racconigi, Cenisia, Circoscrizione 3, Torino, Piemonte, 10139, Italia",highway,tertiary
207,piazza Barcellona,piazza Barcellona Torino,"[""*I più importanti per ampiezza e giro d'affari si svolgono in Piazza Benefica, in Corso Alcide De Gasperi, in via Onorato Vigliani, in corso Svizzera, in Corso Racconigi e in piazza Barcellona.""]","Piazza Barcellona, Basso San Donato, Circoscrizione 4, Torino, Piemonte, Italia","{""coordinates"": [7.664628, 45.081679], ""type"": ""Point""}","Piazza Barcellona, Basso San Donato, Circoscrizione 4, Torino, Piemonte, Italia",highway,residential
208,Porta Palazzo,Porta Palazzo Torino,"['Negli stessi anni Filippo Juvarra costruì i portici di porta Palazzo.', ""Il Mercato più famoso è Porta Palazzo (Pòrta Pila in Lingua piemontese), che è il Mercato all'aperto più grande d'Europa."", '*Nel 2011 il regista torinese Daniele Gaglianone ha realizzato il film documentario Uomini e mercati centrato sui mercati di Porta Palazzo, Piazza Benefica e Corso Spezia.', '*Lazzaro felice. Nelle ultime settimane la regista ha girato la città focalizzando le riprese tra Galleria Umberto I, Porta Palazzo e la periferia nord.', '*Negli stessi anni Filippo Juvarra costruì i portici di porta Palazzo.']","Porta Palazzo, Piazza della Repubblica, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.68444, 45.075996], ""type"": ""Point""}","Porta Palazzo, Piazza della Repubblica, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,marketplace
209,Balon,Balon Torino,"[""*Ogni sabato nei pressi si tiene il Balon, un grande Mercato all'aperto dell'usato, che la seconda domenica di ogni mese diventa Gran Balon, in cui si vendono anche oggetti di antiquariato.""]","Bar del Balon, 12/F, Via Borgo Dora, Porta Palazzo, Circoscrizione 7, Torino, Piemonte, 10152, Italia","{""coordinates"": [7.683339, 45.079324], ""type"": ""Point""}","Bar del Balon, 12/F, Via Borgo Dora, Porta Palazzo, Circoscrizione 7, Torino, Piemonte, 10152, Italia",amenity,cafe
212,Corso Spezia,Corso Spezia Torino,"['*Nel 2011 il regista torinese Daniele Gaglianone ha realizzato il film documentario Uomini e mercati centrato sui mercati di Porta Palazzo, Piazza Benefica e Corso Spezia.']","Corso Spezia, Molinette, Circoscrizione 8, Cavoretto, Torino, Piemonte, 10126, Italia","{""coordinates"": [7.676106, 45.036175], ""type"": ""Point""}","Corso Spezia, Molinette, Circoscrizione 8, Cavoretto, Torino, Piemonte, 10126, Italia",highway,tertiary
215,Discarica Basse di Stura,Discarica Basse di Stura Torino,"[""*L'igiene urbana e la raccolta rifiuti sono gestiti dal 1969 da Amiat, società che si occupa anche del recupero ambientale della Discarica Basse di Stura, di cui la parte più vecchia - esaurita nel 1983 e con una superficie complessiva di 300.000\xa0m² - è diventata Parco fluviale, nota come Parco urbano della Marmorina.""]","ex discarica AMIAT Basse di Stura, Villaretto, Torino, Piemonte, Italia","{""coordinates"": [7.678488, 45.124774], ""type"": ""Point""}","ex discarica AMIAT Basse di Stura, Villaretto, Torino, Piemonte, Italia",landuse,landfill
216,Parco fluviale,Parco fluviale Torino,"[""*L'igiene urbana e la raccolta rifiuti sono gestiti dal 1969 da Amiat, società che si occupa anche del recupero ambientale della Discarica Basse di Stura, di cui la parte più vecchia - esaurita nel 1983 e con una superficie complessiva di 300.000\xa0m² - è diventata Parco fluviale, nota come Parco urbano della Marmorina.""]","Parco Fluviale del Po, Settimo Torinese, Torino, Piemonte, Italia","{""coordinates"": [7.767992, 45.117837], ""type"": ""Point""}","Parco Fluviale del Po, Settimo Torinese, Torino, Piemonte, Italia",leisure,park
218,Parco del Valentino,Parco del Valentino Torino,"['Il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti.', ""*Dal grande platano del Parco della Tesoriera (660\xa0cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino.""]","Parco del Valentino, Circoscrizione 8, Torino, Piemonte, Italia","{""coordinates"": [7.684936, 45.052393], ""type"": ""Point""}","Parco del Valentino, Circoscrizione 8, Torino, Piemonte, Italia",leisure,park
219,Parco della Pellerina,Parco della Pellerina Torino,"['Il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti.']","Parco della Pellerina, Torino, Piemonte, Italia","{""coordinates"": [7.642089, 45.086866], ""type"": ""Point""}","Parco della Pellerina, Torino, Piemonte, Italia",leisure,park
220,Parco Colletta,Parco Colletta Torino,"['Il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti.', ""L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo.""]","Passerella del Parco Pietro Colletta, Vanchiglietta, Circoscrizione 7, Sassi, Torino, Piemonte, 10132, Italia","{""coordinates"": [7.722064, 45.077014], ""type"": ""Point""}","Passerella del Parco Pietro Colletta, Vanchiglietta, Circoscrizione 7, Sassi, Torino, Piemonte, 10132, Italia",highway,cycleway
221,Parco Rignon,Parco Rignon Torino,"['Il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti.']","Parco Rignon, Santa Rita, Circoscrizione 2, Torino, Piemonte, 10137, Italia","{""coordinates"": [7.63753, 45.043375], ""type"": ""Point""}","Parco Rignon, Santa Rita, Circoscrizione 2, Torino, Piemonte, 10137, Italia",highway,pedestrian
222,Parco Ruffini,Parco Ruffini Torino,"['*Il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti.']","Parco Francesco Ruffini, Circoscrizione 3, Torino, Piemonte, Italia","{""coordinates"": [7.631737, 45.059231], ""type"": ""Point""}","Parco Francesco Ruffini, Circoscrizione 3, Torino, Piemonte, Italia",leisure,park
223,Parco Colonnetti,Parco Colonnetti Torino,"['*Il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti.']","Parco Colonnetti, Strada Castello di Mirafiori, Mirafiori Sud, Circoscrizione 2, Torino, Piemonte, 10135, Italia","{""coordinates"": [7.640566, 45.010256], ""type"": ""Point""}","Parco Colonnetti, Strada Castello di Mirafiori, Mirafiori Sud, Circoscrizione 2, Torino, Piemonte, 10135, Italia",highway,bus_stop
226,Parco della Rimembranza,Parco della Rimembranza Torino,"['Attorno alla città, ad anello, vi sono il Parco della Mandria e il Parco della Palazzina di caccia di Stupinigi, antiche riserve di caccia dei Savoia, e quelli situati sulla collina torinese quali il Parco della Rimembranza o il Parco Europa.', '*Due spettacolari esemplari di carpino bianco (Carpinus betulus) arricchiscono il grande Parco della Rimembranza che si dispiega lungo il Colle della Maddalena.']","Parco della Rimembranza, Circoscrizione 8, Torino, Piemonte, Italia","{""coordinates"": [7.716309, 45.031404], ""type"": ""Point""}","Parco della Rimembranza, Circoscrizione 8, Torino, Piemonte, Italia",leisure,park
227,Parco Europa,Parco Europa Torino,"['Attorno alla città, ad anello, vi sono il Parco della Mandria e il Parco della Palazzina di caccia di Stupinigi, antiche riserve di caccia dei Savoia, e quelli situati sulla collina torinese quali il Parco della Rimembranza o il Parco Europa.']","Parco Europa, Circoscrizione 8, Cavoretto, Torino, Piemonte, Italia","{""coordinates"": [7.68408, 45.030314], ""type"": ""Point""}","Parco Europa, Circoscrizione 8, Cavoretto, Torino, Piemonte, Italia",leisure,park
228,Giardino,Giardino Torino,"['*Il sindaco Amedeo Peyron realizzò, agli inizi degli anni sessanta, il primo Giardino in Italia dotato di giochi per bambini.', ""Dal grande platano del Parco della Tesoriera (660\xa0cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino."", 'Torino ospita anche alberi esotici secolari come le sequoie costali (Sequoia sempervirens) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso (Pterocarya\xa0fraxinifolia) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il Giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il Parco Millefonti.']","Giardino, Via Bellom Pescarolo, Filadelfia, Circoscrizione 8, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.659903, 45.042418], ""type"": ""Point""}","Giardino, Via Bellom Pescarolo, Filadelfia, Circoscrizione 8, Torino, Piemonte, 10134, Italia",leisure,playground
229,Parco della Tesoriera,Parco della Tesoriera Torino,"[""*Dal grande platano del Parco della Tesoriera (660\xa0cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino.""]","Parco della Tesoriera, Circoscrizione 4, Torino, Piemonte, Italia","{""coordinates"": [7.638445, 45.077403], ""type"": ""Point""}","Parco della Tesoriera, Circoscrizione 4, Torino, Piemonte, Italia",leisure,park
230,Giardino Roccioso,Giardino Roccioso Torino,"[""*Dal grande platano del Parco della Tesoriera (660\xa0cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino.""]","Giardino roccioso, Viale Virgilio, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.684333, 45.050187], ""type"": ""Point""}","Giardino roccioso, Viale Virgilio, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",leisure,garden
231,Orto Botanico,Orto Botanico Torino,"[""*Dal grande platano del Parco della Tesoriera (660\xa0cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino.""]","Orto botanico, 25, Viale Pier Andrea Mattioli, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.686056, 45.05528], ""type"": ""Point""}","Orto botanico, 25, Viale Pier Andrea Mattioli, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",place,house
232,Villa Genero,Villa Genero Torino,"['*Torino ospita anche alberi esotici secolari come le sequoie costali (Sequoia sempervirens) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso (Pterocarya\xa0fraxinifolia) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il Giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il Parco Millefonti.']","Parco Villa Genero, Circoscrizione 8, Torino, Piemonte, Italia","{""coordinates"": [7.711006, 45.057222], ""type"": ""Point""}","Parco Villa Genero, Circoscrizione 8, Torino, Piemonte, Italia",leisure,park
233,Giacomo Leopardi,Giacomo Leopardi Torino,"['*Torino ospita anche alberi esotici secolari come le sequoie costali (Sequoia sempervirens) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso (Pterocarya\xa0fraxinifolia) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il Giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il Parco Millefonti.']","Giacomo Leopardi, Via delle Verbene, Vallette, Circoscrizione 5, Torino, Piemonte, 10151, Italia","{""coordinates"": [7.633648, 45.104672], ""type"": ""Point""}","Giacomo Leopardi, Via delle Verbene, Vallette, Circoscrizione 5, Torino, Piemonte, 10151, Italia",amenity,school
234,Noce del Caucaso,Noce del Caucaso Torino,"['*Torino ospita anche alberi esotici secolari come le sequoie costali (Sequoia sempervirens) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso (Pterocarya\xa0fraxinifolia) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il Giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il Parco Millefonti.']","Noce del Caucaso, SP153, Gemerello, Campiglione-Fenile, Torino, Piemonte, 10061, Italia","{""coordinates"": [7.32908, 44.802388], ""type"": ""Point""}","Noce del Caucaso, SP153, Gemerello, Campiglione-Fenile, Torino, Piemonte, 10061, Italia",natural,tree
235,Giardini Cavour,Giardini Cavour Torino,"['Torino ospita anche alberi esotici secolari come le sequoie costali (Sequoia sempervirens) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso (Pterocarya\xa0fraxinifolia) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il Giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il Parco Millefonti.']","Giardini Cavour, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, Italia","{""coordinates"": [7.689672, 45.063143], ""type"": ""Point""}","Giardini Cavour, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, Italia",leisure,park
236,Giardino Sambuy,Giardino Sambuy Torino,"['Torino ospita anche alberi esotici secolari come le sequoie costali (Sequoia sempervirens) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso (Pterocarya\xa0fraxinifolia) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il Giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il Parco Millefonti.']","Giardino Sambuy, Piazza Carlo Felice, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia","{""coordinates"": [7.679356, 45.063567], ""type"": ""Point""}","Giardino Sambuy, Piazza Carlo Felice, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia",leisure,garden
238,Corso San Maurizio,Corso San Maurizio Torino,"['*Torino ospita anche alberi esotici secolari come le sequoie costali (Sequoia sempervirens) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso (Pterocarya\xa0fraxinifolia) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il Giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il Parco Millefonti.']","Corso San Maurizio, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.695238, 45.069355], ""type"": ""Point""}","Corso San Maurizio, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10124, Italia",highway,residential
239,Parco Millefonti,Parco Millefonti Torino,"['Torino ospita anche alberi esotici secolari come le sequoie costali (Sequoia sempervirens) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso (Pterocarya\xa0fraxinifolia) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il Giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il Parco Millefonti.']","PAV Parco Arte Vivente, Via Giordano Bruno, Filadelfia, Circoscrizione 8, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.664339, 45.043322], ""type"": ""Point""}","PAV Parco Arte Vivente, Via Giordano Bruno, Filadelfia, Circoscrizione 8, Torino, Piemonte, 10134, Italia",tourism,museum
240,Via Francigena,Via Francigena Torino,"['Per Torino passa la Via Francigena, ramo del Moncenisio.']","Via Francigena, San Raffaele Cimena, Torino, Piemonte, 10032, Italia","{""coordinates"": [7.840156, 45.153161], ""type"": ""Point""}","Via Francigena, San Raffaele Cimena, Torino, Piemonte, 10032, Italia",highway,track
241,Moncenisio,Moncenisio Torino,"['Il confine francese dista circa 70\xa0km nei pressi del Colle del Moncenisio, mentre sono 206 i chilometri che separano Piazza Castello da Chambery, 222 da Nizza, 250 da Ginevra e 314 da Lione.', '*Per Torino passa la Via Francigena, ramo del Moncenisio.', ""L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo.""]","Moncenisio, Via Luigi Cibrario, Martinetto, Circoscrizione 4, Torino, Piemonte, 10143, Italia","{""coordinates"": [7.653074, 45.082417], ""type"": ""Point""}","Moncenisio, Via Luigi Cibrario, Martinetto, Circoscrizione 4, Torino, Piemonte, 10143, Italia",highway,bus_stop
243,Sacra di San Michele,Sacra di San Michele Torino,"[""*L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo.""]","Chiesa Abbaziale di San Michele, 14, Via Sacra di San Michele, Buonaria, Sant'Ambrogio di Torino, Torino, Piemonte, 10057, Italia","{""coordinates"": [7.343098, 45.097948], ""type"": ""Point""}","Chiesa Abbaziale di San Michele, 14, Via Sacra di San Michele, Buonaria, Sant'Ambrogio di Torino, Torino, Piemonte, 10057, Italia",amenity,place_of_worship
244,Sant'Antonio di Ranverso,Sant'Antonio di Ranverso Torino,"[""*L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo.""]","Sant'Antonio di Ranverso, Strada Antica di Francia, Buttigliera Alta, Torino, Piemonte, Italia","{""coordinates"": [7.449226, 45.08102], ""type"": ""Point""}","Sant'Antonio di Ranverso, Strada Antica di Francia, Buttigliera Alta, Torino, Piemonte, Italia",historic,monument
245,Francigena,Francigena Torino,"['Per Torino passa la Via Francigena, ramo del Moncenisio.', ""*L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo.""]","Via Francigena, San Raffaele Cimena, Torino, Piemonte, 10032, Italia","{""coordinates"": [7.840156, 45.153161], ""type"": ""Point""}","Via Francigena, San Raffaele Cimena, Torino, Piemonte, 10032, Italia",highway,track
247,Superga,Superga Torino,"['A questi si aggiunge la Basilica di Superga la quale, pur facendo parte del circuito delle residenze sabaude, non è compresa nella lista UNESCO.', 'Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) ;', ""*Definita da Le Corbusier come «...la città con la più bella posizione naturale del mondo», celebrata da numerosi personaggi storici, tra cui Friedrich Nietzsche, Mark Twain e Jean-Jacques Rousseau, il quale descrisse il suo panorama dalla collina di Superga come «...il più bello spettacolo che possa colpire l'occhio umano», è una delle più importanti città barocche d'Europa ed è considerata, insieme a Milano e Palermo, la capitale italiana dell'Art Nouveau, di cui sono grande esempio, fra l'altro, i suoi innumerevoli e famosi caffè storici, fioriti soprattutto nel periodo risorgimentale e della Belle Époque.""]","Superga, Torino, Piemonte, 10099, Italia","{""coordinates"": [7.767099, 45.080515], ""type"": ""Point""}","Superga, Torino, Piemonte, 10099, Italia",natural,peak
249,Nord Italia,Nord Italia Torino,"['*Il sito internazionale di viaggi eDreams ha designato Torino come una delle mete turistiche più importanti a livello mondiale per il 2017 e come prima tappa turistica europea, definendola inoltre la capitale culturale del Nord Italia.', '*Torino presenta un tasso di disoccupazione tra i più alti del Nord Italia, attestatosi nel 2014 al 12,9%, con un andamento che a partire dal 2008 ha seguito quello medio nazionale.']","Bengasi Nord, Via Nizza, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia","{""coordinates"": [7.661512, 45.017949], ""type"": ""Point""}","Bengasi Nord, Via Nizza, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia",highway,bus_stop
250,Palazzo dell'Arsenale,Palazzo dell'Arsenale Torino,"[""*Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini.""]","Palazzo dell' Arsenale Militare, Via dell'Arsenale, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia","{""coordinates"": [7.67709, 45.066557], ""type"": ""Point""}","Palazzo dell' Arsenale Militare, Via dell'Arsenale, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia",historic,building
253,Museo dell'Astronomia e Planetario,Museo dell'Astronomia e Planetario Torino,"[""Vi sono quattro musei nazionali (Museo del Cinema, Museo dell'automobile, Museo della montagna, Museo del Risorgimento) e numerosi altri musei di rilevanza nazionale ed internazionale come il Museo egizio, l'Armeria Reale, ora ricompresa nei Musei Reali, il Museo d'Arte Orientale, il Museo dell'Astronomia e Planetario, il J-Museum a cui si aggiungeva, fino al 2015, il Museo dello sport."", ""Da ricordare il Museo dell'astronomia e Planetario di Torino, che sorge accanto dell'Osservatorio astronomico di Torino a Pino Torinese, cittadina collinare nei pressi immediati del capoluogo piemontese.""]","Infini TO - Planetario e Museo dell'Astronomia e dello Spazio, 30, Via Osservatorio, Pino Torinese, Torino, Piemonte, 10025, Italia","{""coordinates"": [7.761884, 45.039553], ""type"": ""Point""}","Infini TO - Planetario e Museo dell'Astronomia e dello Spazio, 30, Via Osservatorio, Pino Torinese, Torino, Piemonte, 10025, Italia",tourism,museum
256,Palazzo degli Istituti Anatomici,Palazzo degli Istituti Anatomici Torino,"['Tra questi, il Museo di anatomia umana Luigi Rolando, il Museo di Antropologia ed Etnografia, ed il Museo di antropologia criminale Cesare Lombroso, che verranno unificati in un unico Museo dell\'Uomo, all\'interno del ""Palazzo degli Istituti Anatomici"" di corso Massimo d\'Azeglio.']","Palazzo degli Istituti Anatomici, Via Pietro Giuria, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.679776, 45.049591], ""type"": ""Point""}","Palazzo degli Istituti Anatomici, Via Pietro Giuria, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",building,university
257,corso Massimo d'Azeglio,corso Massimo d'Azeglio Torino,"['*Tra questi, il Museo di anatomia umana Luigi Rolando, il Museo di Antropologia ed Etnografia, ed il Museo di antropologia criminale Cesare Lombroso, che verranno unificati in un unico Museo dell\'Uomo, all\'interno del ""Palazzo degli Istituti Anatomici"" di corso Massimo d\'Azeglio.']","Corso Massimo D'Azeglio, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.680733, 45.049316], ""type"": ""Point""}","Corso Massimo D'Azeglio, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",highway,primary
258,Musei Reali,Musei Reali Torino,"['Palazzo Reale e la zona di comando (o musei reali) ;', ""*Vi sono quattro musei nazionali (Museo del Cinema, Museo dell'automobile, Museo della montagna, Museo del Risorgimento) e numerosi altri musei di rilevanza nazionale ed internazionale come il Museo egizio, l'Armeria Reale, ora ricompresa nei Musei Reali, il Museo d'Arte Orientale, il Museo dell'Astronomia e Planetario, il J-Museum a cui si aggiungeva, fino al 2015, il Museo dello sport."", ""Per l'arte figurativa è da citare la Galleria Sabauda, una delle più importanti pinacoteche d'Italia oggi parte dei Musei Reali, che ospita dipinti per il periodo che va dal XII al XVIII secolo.""]","Uffici Informazioni Musei Reali, Piazzetta Reale, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.686151, 45.072766], ""type"": ""Point""}","Uffici Informazioni Musei Reali, Piazzetta Reale, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,information
259,Galleria civica d'arte moderna e contemporanea,Galleria civica d'arte moderna e contemporanea Torino,"[""La Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di Cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina."", ""Per l'arte moderna e contemporanea vi sono la Galleria civica d'arte moderna e contemporanea (il secondo Museo di arte moderna in Italia, con 5.000 dipinti e 400 sculture)""]","Galleria civica d'Arte Moderna e Contemporanea, Corso Galileo Ferraris, San Secondo, Circoscrizione 1, Torino, Piemonte, 10100, Italia","{""coordinates"": [7.669153, 45.064812], ""type"": ""Point""}","Galleria civica d'Arte Moderna e Contemporanea, Corso Galileo Ferraris, San Secondo, Circoscrizione 1, Torino, Piemonte, 10100, Italia",tourism,museum
