regione Piemonte,"Regione Piemonte, Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",emergency,defibrillator,0.2101,"/toˈrino/ , ; Turin in piemontese [tyˈriŋ] , ) è un comune italiano di 844 056 abitanti (al 31 agosto 2022), quarto comune italiano per popolazione e capoluogo della regione Piemonte e dell'omonima città metropolitana. Cuore di un'area metropolitana che conta circa 1,7 milioni di abitanti, Torino è il terzo complesso economico-produttivo del Paese (insieme a Milano e Genova componeva il triangolo industriale negli anni del boom economico) e costituisce uno dei maggiori poli universitari, artistici, turistici, scientifici e culturali d'Italia."
Parco Colletta,"Passerella del Parco Pietro Colletta, Vanchiglietta, Circoscrizione 7, Sassi, Torino, Piemonte, 10132, Italia",highway,cycleway,0.27499999999999997,"Per Torino passa la Via Francigena, ramo del Moncenisio. L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo. A partire dal secondo dopoguerra, in particolare nel decennio 1951-1961, la popolazione della città conobbe un'improvvisa e repentina espansione (306.000 abitanti in più nel 1961 rispetto al 1951), dovuta alla migrazione interna dal Mezzogiorno, dal Veneto e, seppur in misura minore, dalle vallate e dalle campagne di tutto il Piemonte, da dove la gente si spostava in cerca di lavoro nelle fabbriche cittadine (segnatamente la FIAT)."
Parco Rignon,"Parco Rignon, Santa Rita, Circoscrizione 2, Torino, Piemonte, 10137, Italia",highway,pedestrian,0.3,"Torino dispone di 51 parchi nell'area urbana e quelli più grandi e frequentati sono: il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti. Attorno alla città, ad anello, vi sono il Parco della Mandria e il Parco della Palazzina di caccia di Stupinigi, antiche riserve di caccia dei Savoia, e quelli situati sulla collina torinese quali il Parco della Rimembranza o il Parco Europa."
Parco Ruffini,"Parco Francesco Ruffini, Circoscrizione 3, Torino, Piemonte, Italia",leisure,park,0.4173380601845065,"Torino dispone di 51 parchi nell'area urbana e quelli più grandi e frequentati sono: il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti. Attorno alla città, ad anello, vi sono il Parco della Mandria e il Parco della Palazzina di caccia di Stupinigi, antiche riserve di caccia dei Savoia, e quelli situati sulla collina torinese quali il Parco della Rimembranza o il Parco Europa."
anello,"Anello, SP44b, Livata, Subiaco, Roma Capitale, Lazio, 00028, Italia",leisure,playground,0.10010000000000001,"il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti. Attorno alla città, ad anello, vi sono il Parco della Mandria e il Parco della Palazzina di caccia di Stupinigi, antiche riserve di caccia dei Savoia, e quelli situati sulla collina torinese quali il Parco della Rimembranza o il Parco Europa. Nei vari quartieri della città sono presenti molti piccoli parchi, in cui sono presenti 240 aree gioco per bimbi."
Parco della Mandria,"Sentiero della Costa Mandria, Cascine Spino, Toscolano Maderno, Comunità Montana Parco Alto Garda bresciano, Brescia, Lombardia, Italia",highway,path,0.375,"il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti. Attorno alla città, ad anello, vi sono il Parco della Mandria e il Parco della Palazzina di caccia di Stupinigi, antiche riserve di caccia dei Savoia, e quelli situati sulla collina torinese quali il Parco della Rimembranza o il Parco Europa. Nei vari quartieri della città sono presenti molti piccoli parchi, in cui sono presenti 240 aree gioco per bimbi."
Parco della Rimembranza,"Parco della Rimembranza, Circoscrizione 8, Torino, Piemonte, Italia",leisure,park,0.46265143530572955,"il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti. Attorno alla città, ad anello, vi sono il Parco della Mandria e il Parco della Palazzina di caccia di Stupinigi, antiche riserve di caccia dei Savoia, e quelli situati sulla collina torinese quali il Parco della Rimembranza o il Parco Europa. Nei vari quartieri della città sono presenti molti piccoli parchi, in cui sono presenti 240 aree gioco per bimbi."
Parco della Rimembranza,"Parco della Rimembranza, Circoscrizione 8, Torino, Piemonte, Italia",leisure,park,0.46265143530572955,"Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti. Due spettacolari esemplari di carpino bianco ( Carpinus betulus ) arricchiscono il grande Parco della Rimembranza che si dispiega lungo il Colle della Maddalena. Per Torino passa la Via Francigena, ramo del Moncenisio."
Parco Europa,"Parco Europa, Circoscrizione 8, Cavoretto, Torino, Piemonte, Italia",leisure,park,0.35000000000000003,"il Parco del Valentino, il Parco della Pellerina, il Parco Colletta, il Parco Rignon e i più recenti Parco Ruffini e Parco Colonnetti. Attorno alla città, ad anello, vi sono il Parco della Mandria e il Parco della Palazzina di caccia di Stupinigi, antiche riserve di caccia dei Savoia, e quelli situati sulla collina torinese quali il Parco della Rimembranza o il Parco Europa. Nei vari quartieri della città sono presenti molti piccoli parchi, in cui sono presenti 240 aree gioco per bimbi."
Parco della Tesoriera,"Parco della Tesoriera, Circoscrizione 4, Torino, Piemonte, Italia",leisure,park,0.45000000000000007,"Torino ospita diversi grandi alberi. Dal grande platano del Parco della Tesoriera (660 cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino. Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti."
Giardino Roccioso,"Giardino roccioso, Viale Virgilio, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",leisure,garden,0.2001,"Torino ospita diversi grandi alberi. Dal grande platano del Parco della Tesoriera (660 cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino. Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti."
Orto Botanico,"Orto Botanico, 14, Via Sant'Epifanio, San Giovannino, Pavia, Lombardia, 27100, Italia",tourism,attraction,0.5463987907893358,"Torino ospita diversi grandi alberi. Dal grande platano del Parco della Tesoriera (660 cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino. Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti."
Villa Genero,"Parco Villa Genero, Circoscrizione 8, Torino, Piemonte, Italia",leisure,park,0.35000000000000003,"Dal grande platano del Parco della Tesoriera (660 cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino. Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti. Due spettacolari esemplari di carpino bianco ( Carpinus betulus ) arricchiscono il grande Parco della Rimembranza che si dispiega lungo il Colle della Maddalena."
Noce del Caucaso,"Pterocarya fraxinifolia, SP153, Gemerello, Campiglione-Fenile, Torino, Piemonte, 10061, Italia",natural,tree,0.0001,"Dal grande platano del Parco della Tesoriera (660 cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino. Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti. Due spettacolari esemplari di carpino bianco ( Carpinus betulus ) arricchiscono il grande Parco della Rimembranza che si dispiega lungo il Colle della Maddalena."
Corso San Maurizio,"Corso San Maurizio, Centro, Circoscrizione 1, Torino, Piemonte, 10124, Italia",highway,secondary,0.4,"Dal grande platano del Parco della Tesoriera (660 cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino. Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti. Due spettacolari esemplari di carpino bianco ( Carpinus betulus ) arricchiscono il grande Parco della Rimembranza che si dispiega lungo il Colle della Maddalena."
parco Millefonti,"PAV Parco Arte Vivente, Via Giordano Bruno, Filadelfia, Circoscrizione 8, Torino, Piemonte, 10134, Italia",tourism,museum,0.2199311114495475,"Dal grande platano del Parco della Tesoriera (660 cm di circonferenza del tronco, oltre due secoli di vita) ai platani del Parco del Valentino, dalle metasequoie del Giardino Roccioso inaugurato nel 1961 agli alberi più annosi dell'Orto Botanico fondato nel 1729, adiacente alle mura del Castello del Valentino. Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti. Due spettacolari esemplari di carpino bianco ( Carpinus betulus ) arricchiscono il grande Parco della Rimembranza che si dispiega lungo il Colle della Maddalena."
Carpinus,"Carpinus, 58, Onze-Lieve-Vrouwplein, Herent, Leuven, Vlaams-Brabant, Vlaanderen, 3020, België / Belgique / Belgien",tourism,hotel,0.11010000000000002,"Torino ospita anche alberi esotici secolari come le sequoie costali ( Sequoia sempervirens ) dei parchi collinari di Villa Genero e Giacomo Leopardi, i numerosi esemplari di Noce del Caucaso ( Pterocarya fraxinifolia ) che costeggiano il Po e compaiono in parchi pubblici come i Giardini Cavour, il giardino Sambuy, i Giardini Reali Bassi (lungo Corso San Maurizio), il parco Millefonti. Due spettacolari esemplari di carpino bianco ( Carpinus betulus ) arricchiscono il grande Parco della Rimembranza che si dispiega lungo il Colle della Maddalena. Per Torino passa la Via Francigena, ramo del Moncenisio."
Via Francigena,"Via Francigena, San Raffaele Cimena, Torino, Piemonte, 10032, Italia",highway,track,0.3,"Due spettacolari esemplari di carpino bianco ( Carpinus betulus ) arricchiscono il grande Parco della Rimembranza che si dispiega lungo il Colle della Maddalena. Per Torino passa la Via Francigena, ramo del Moncenisio. L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo."
Valle di Susa,"Via Susa, Quartiere Dismano, Pievesestina, Cesena, Unione dei comuni Valle del Savio, Forlì-Cesena, Emilia-Romagna, 47522, Italia",highway,residential,0.4,"Per Torino passa la Via Francigena, ramo del Moncenisio. L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo. A partire dal secondo dopoguerra, in particolare nel decennio 1951-1961, la popolazione della città conobbe un'improvvisa e repentina espansione (306.000 abitanti in più nel 1961 rispetto al 1951), dovuta alla migrazione interna dal Mezzogiorno, dal Veneto e, seppur in misura minore, dalle vallate e dalle campagne di tutto il Piemonte, da dove la gente si spostava in cerca di lavoro nelle fabbriche cittadine (segnatamente la FIAT)."
Sacra di San Michele,"Chiesa Abbaziale di San Michele, 14, Via Sacra di San Michele, Buonaria, Sant'Ambrogio di Torino, Torino, Piemonte, 10057, Italia",amenity,place_of_worship,0.4001,"Per Torino passa la Via Francigena, ramo del Moncenisio. L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo. A partire dal secondo dopoguerra, in particolare nel decennio 1951-1961, la popolazione della città conobbe un'improvvisa e repentina espansione (306.000 abitanti in più nel 1961 rispetto al 1951), dovuta alla migrazione interna dal Mezzogiorno, dal Veneto e, seppur in misura minore, dalle vallate e dalle campagne di tutto il Piemonte, da dove la gente si spostava in cerca di lavoro nelle fabbriche cittadine (segnatamente la FIAT)."
Francigena,"Francigena, Via Pio Rossi, Orio Litta, Lodi, Lombardia, 26863, Italia",amenity,pharmacy,0.11010000000000002,"Per Torino passa la Via Francigena, ramo del Moncenisio. L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo. A partire dal secondo dopoguerra, in particolare nel decennio 1951-1961, la popolazione della città conobbe un'improvvisa e repentina espansione (306.000 abitanti in più nel 1961 rispetto al 1951), dovuta alla migrazione interna dal Mezzogiorno, dal Veneto e, seppur in misura minore, dalle vallate e dalle campagne di tutto il Piemonte, da dove la gente si spostava in cerca di lavoro nelle fabbriche cittadine (segnatamente la FIAT)."
Colle del Gran San Bernardo,"Col du Grand Saint-Bernard, 21, Bourg-Saint-Pierre, Entremont, Valais/Wallis, 1946, Schweiz/Suisse/Svizzera/Svizra",tourism,attraction,0.5685542353096638,"Per Torino passa la Via Francigena, ramo del Moncenisio. L'itinerario, fra i preferiti nel Medioevo, valicato lo spartiacque Francia/Italia al Colle del Moncenisio, giunge dalla Valle di Susa terra delle grandi abbazie come Novalesa, Sacra di San Michele e Sant'Antonio di Ranverso e passando per Torino lungo il Parco Colletta tende a San Mauro Torinese e poi verso Chivasso e successivamente a Vercelli, dove si congiunge con l'altro ramo della Francigena, quella proveniente dal Colle del Gran San Bernardo. A partire dal secondo dopoguerra, in particolare nel decennio 1951-1961, la popolazione della città conobbe un'improvvisa e repentina espansione (306.000 abitanti in più nel 1961 rispetto al 1951), dovuta alla migrazione interna dal Mezzogiorno, dal Veneto e, seppur in misura minore, dalle vallate e dalle campagne di tutto il Piemonte, da dove la gente si spostava in cerca di lavoro nelle fabbriche cittadine (segnatamente la FIAT)."
Torino 128 238 stranieri,"Via Torino, Villaggio Stranieri, Villaggio Stranieri-Bazzarola, Reggio Emilia, Reggio nell'Emilia, Emilia-Romagna, 42122, Italia",highway,residential,0.3,"Considerando i dati dell'ultimo rilevamento provvisorio dell'ISTAT (dicembre 2020), la popolazione della città conta poco più di 848.000 abitanti, evidenziando un'ulteriore diminuzione rispetto al censimento del 2001 (865.263). Abitanti censiti (migliaia) Al 1 gennaio 2021 risiedevano a Torino 128 238 stranieri, costituenti il 14,9% della popolazione totale. Di seguito sono riportati i gruppi più consistenti:"
UNSSC,"United Nations System Staff College, Passerella Turin Marathon, Fioccardo, Circoscrizione 8, Cavoretto, Torino, Piemonte, 10133, Italia",amenity,college,0.0001,"il CIF-ILO (Centro Internazionale di Formazione dell'Organizzazione internazionale del lavoro), istituto di perfezionamento per i funzionari dell'agenzia ONU specializzata nella promozione della giustizia sociale e dei diritti del lavoro; lo United Nations System Staff College (UNSSC), la struttura incaricata della formazione dei funzionari delle Nazioni Unite; A Torino hanno inoltre sede la Fondazione europea per la formazione professionale (ETF), una delle agenzie dell'Unione europea, e l'Autorità di regolazione dei trasporti (ART), autorità indipendente italiana."
Autorità,"Autorità di Regolazione per Energia Reti e Ambiente, Piazza Cavour, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",office,government,0.32887635671362175,"lo United Nations System Staff College (UNSSC), la struttura incaricata della formazione dei funzionari delle Nazioni Unite; A Torino hanno inoltre sede la Fondazione europea per la formazione professionale (ETF), una delle agenzie dell'Unione europea, e l'Autorità di regolazione dei trasporti (ART), autorità indipendente italiana. Definita da Le Corbusier come «...la città con la più bella posizione naturale del mondo», celebrata da numerosi personaggi storici, tra cui Friedrich Nietzsche, Mark Twain e Jean-Jacques Rousseau, il quale descrisse il suo panorama dalla collina di Superga come «...il più bello spettacolo che possa colpire l'occhio umano», è una delle più importanti città barocche d'Europa ed è considerata, insieme a Milano e Palermo, la capitale italiana dell' Art Nouveau , di cui sono grande esempio, fra l'altro, i suoi innumerevoli e famosi caffè storici, fioriti soprattutto nel periodo risorgimentale e della Belle Époque ."
Grand Tour,"Grand Tour, Chalmessin, Vals-des-Tilles, Langres, Haute-Marne, Grand Est, France métropolitaine, 52160, France",highway,bridleway,0.27499999999999997,"Definita da Le Corbusier come «...la città con la più bella posizione naturale del mondo», celebrata da numerosi personaggi storici, tra cui Friedrich Nietzsche, Mark Twain e Jean-Jacques Rousseau, il quale descrisse il suo panorama dalla collina di Superga come «...il più bello spettacolo che possa colpire l'occhio umano», è una delle più importanti città barocche d'Europa ed è considerata, insieme a Milano e Palermo, la capitale italiana dell' Art Nouveau , di cui sono grande esempio, fra l'altro, i suoi innumerevoli e famosi caffè storici, fioriti soprattutto nel periodo risorgimentale e della Belle Époque . Già meta del Grand Tour , Torino è una delle prime città italiane ad aver avuto un'organizzazione turistica nella storia; ad esempio, per i trecento anni del miracolo del SS."
Nord Italia,"Nord, Via Giovanni Lorenzini, Scalo Romana, Municipio 5, Milano, Lombardia, 20135, Italia",building,yes,0.22010000000000002,"In totale, le presenze registrate in città durante l'anno solare sono state 4.800.000. Il sito internazionale di viaggi eDreams ha designato Torino come una delle mete turistiche più importanti a livello mondiale per il 2017 e come prima tappa turistica europea, definendola inoltre la capitale culturale del Nord Italia. La città ospita alcune importanti biblioteche:"
Nord Italia,"Nord, Via Giovanni Lorenzini, Scalo Romana, Municipio 5, Milano, Lombardia, 20135, Italia",building,yes,0.22010000000000002,"Nel 2014, dopo la pesante recessione che ha colpito la città, il Pil che dal 2007 al 2013 aveva subito una riduzione del 11,5%, si è stabilizzato alla quota di 36 miliardi, mentre il debito è sceso sotto i 3 miliardi di euro. Torino presenta un tasso di disoccupazione tra i più alti del Nord Italia, attestatosi nel 2014 al 12,9%, con un andamento che a partire dal 2008 ha seguito quello medio nazionale. Il tasso di disoccupazione nel 2019 si attesta all'8,3%."
Biblioteca nazionale di Torino,"Biblioteca Nazionale, Piazza Carlo Alberto, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",tourism,attraction,0.31010000000000004,"La città ospita alcune importanti biblioteche: la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini."
Biblioteca Reale,"Biblioteca Reale, Piazza Castello, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",amenity,library,0.5459505531818261,"La città ospita alcune importanti biblioteche: la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini."
Biblioteca civica centrale,"Biblioteca civica Centrale, Corso Palestro, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia",amenity,library,0.44778803910650133,"La città ospita alcune importanti biblioteche: la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini."
Biblioteca Nazionale del Club Alpino Italiano,"Biblioteca Nazionale del Club Alpino Italiano, Piazzale Monte dei Cappuccini, Borgo Po, Circoscrizione 8, Torino, Piemonte, 10124, Italia",amenity,library,0.699193520184356,"La città ospita alcune importanti biblioteche: la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini."
Galleria civica d'arte moderna,"Galleria civica d'Arte Moderna e Contemporanea, Corso Galileo Ferraris, San Secondo, Circoscrizione 1, Torino, Piemonte, 10100, Italia",tourism,museum,0.8041234681398242,"La città ospita alcune importanti biblioteche: la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini."
Galleria civica d'arte moderna,"Galleria civica d'Arte Moderna e Contemporanea, Corso Galileo Ferraris, San Secondo, Circoscrizione 1, Torino, Piemonte, 10100, Italia",tourism,museum,0.8041234681398242,"Per l'arte figurativa è da citare la Galleria Sabauda, una delle più importanti pinacoteche d'Italia oggi parte dei Musei Reali, che ospita dipinti per il periodo che va dal XII al XVIII secolo. Per l'arte moderna e contemporanea vi sono la Galleria civica d'arte moderna e contemporanea (il secondo museo di arte moderna in Italia, con 5.000 dipinti e 400 sculture), il Museo civico d'arte antica di Palazzo Madama, la Fondazione Sandretto Re Rebaudengo contenente esposizioni degli artisti contemporanei provenienti da tutto il mondo e la Pinacoteca Giovanni e Marella Agnelli e la Fondazione Merz. Considerando che la vicina Rivoli ospita nell'omonimo castello il Museo d'Arte Contemporanea, Torino può essere considerata come il più importante polo museale italiano per l'arte contemporanea."
Biblioteca dell'Accademia delle Scienze,"Biblioteca di Lingue ""Giorgio Melchiori"", Piazzale Aldo Moro, Complesso Edilizio Aldo Moro, Circoscrizione 1, Torino, Piemonte, 10124, Italia",amenity,library,0.10010000000000001,"la Biblioteca nazionale di Torino e la Biblioteca Reale di proprietà dello Stato, la Biblioteca civica centrale e molte collezioni specializzate come la Biblioteca internazionale di cinema e fotografia Mario Gromo, la Biblioteca Nazionale del Club Alpino Italiano, la Biblioteca della Fondazione Luigi Einaudi, le biblioteche d'arte della Galleria civica d'arte moderna e contemporanea e dell'Accademia Albertina. Altre importanti biblioteche antiche sono la Biblioteca dell'Accademia delle Scienze, la Biblioteca della Scuola di Applicazione dell'Esercito (con sede nello juvarriano Palazzo dell'Arsenale), la Biblioteca dell'Archivio di Stato e la Biblioteca Provinciale dei Frati minori cappuccini, situata all'interno del Convento dei Monti Cappuccini. La rete delle biblioteche civiche comprende, oltre alla Civica centrale, altre 23 istituzioni analoghe (17 biblioteche civiche diffuse sul territorio, 2 biblioteche situate presso le carceri e 4 punti di lettura), il cui patrimonio complessivo ammonta ad oltre 1.200.000 volumi."
