,entity,to_search,snippet,address,coordinates,name_location,class,type
137,Aalst,Aalst,"['*...Fiandre Orientali (15 comuni): Aalst, Brakel, Buggenhout, Denderleeuw, Erpe-Mere, Geraardsbergen, Haaltert, Herzele, Lebbeke, Lede, Lierde, Ninove, Sint-Lievens-Houtem, Wichelen, Zottegem;...']","Rue d'Alost - Aalststraat, Dansaert, Quartier de la Senne - Zennewijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, Belgio","{""coordinates"": [4.34235, 50.852676], ""type"": ""Point""}","Rue d'Alost - Aalststraat, Dansaert, Quartier de la Senne - Zennewijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, Belgio",highway,living_street
142,Lebbeke,Lebbeke,"['*...Fiandre Orientali (15 comuni): Aalst, Brakel, Buggenhout, Denderleeuw, Erpe-Mere, Geraardsbergen, Haaltert, Herzele, Lebbeke, Lede, Lierde, Ninove, Sint-Lievens-Houtem, Wichelen, Zottegem;...']","Steenweg op Lebbeke, Opwijk, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 9280, Belgio","{""coordinates"": [4.160101, 50.984591], ""type"": ""Point""}","Steenweg op Lebbeke, Opwijk, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 9280, Belgio",highway,tertiary
143,Lierde,Lierde,"['*...Fiandre Orientali (15 comuni): Aalst, Brakel, Buggenhout, Denderleeuw, Erpe-Mere, Geraardsbergen, Haaltert, Herzele, Lebbeke, Lede, Lierde, Ninove, Sint-Lievens-Houtem, Wichelen, Zottegem;...']","Rue Jean Van Lierde - Jean Van Lierdestraat, Scheutveld, Moortebeek, Anderlecht, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1070, Belgio","{""coordinates"": [4.302407, 50.845833], ""type"": ""Point""}","Rue Jean Van Lierde - Jean Van Lierdestraat, Scheutveld, Moortebeek, Anderlecht, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1070, Belgio",highway,residential
144,Ninove,Ninove,"['*...Fiandre Orientali (15 comuni): Aalst, Brakel, Buggenhout, Denderleeuw, Erpe-Mere, Geraardsbergen, Haaltert, Herzele, Lebbeke, Lede, Lierde, Ninove, Sint-Lievens-Houtem, Wichelen, Zottegem;...']","Place de Ninove - Ninoofseplein, Dansaert, Quartier de la Senne - Zennewijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, Belgio","{""coordinates"": [4.338348, 50.849113], ""type"": ""Point""}","Place de Ninove - Ninoofseplein, Dansaert, Quartier de la Senne - Zennewijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, Belgio",highway,living_street
147,Hainaut,Hainaut,"[""...Provincia dell'Hainaut (2 comuni): Enghien, Silly...."", '*...Hainaut (9 comuni): Ath, Braine-le-Comte, Brugelette, Chièvres, Écaussinnes, Flobecq, Lessines, Seneffe, Soignies ;...']","Boulevard Maurice Lemonnier - Maurice Lemonnierlaan, Quartier Midi-Lemonnier - Zuid-Lemonnierwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio","{""coordinates"": [4.341106, 50.840174], ""type"": ""Point""}","Boulevard Maurice Lemonnier - Maurice Lemonnierlaan, Quartier Midi-Lemonnier - Zuid-Lemonnierwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio",highway,tertiary
151,Soignies,Soignies,"['*...Hainaut (9 comuni): Ath, Braine-le-Comte, Brugelette, Chièvres, Écaussinnes, Flobecq, Lessines, Seneffe, Soignies ;...']","Rue de Soignies - Zinnikstraat, Quartier Midi-Lemonnier - Zuid-Lemonnierwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio","{""coordinates"": [4.345008, 50.844481], ""type"": ""Point""}","Rue de Soignies - Zinnikstraat, Quartier Midi-Lemonnier - Zuid-Lemonnierwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio",highway,living_street
155,Namur,Namur,"['*...Namur (2 comuni): Gembloux, Sombreffe....']","Rue de Namur - Naamsestraat, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio","{""coordinates"": [4.359708, 50.841179], ""type"": ""Point""}","Rue de Namur - Naamsestraat, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio",highway,residential
156,Gembloux,Gembloux,"['*...Namur (2 comuni): Gembloux, Sombreffe....']","Hôtel de Gembloux, Rue de Trèves - Trierstraat, Quartier Léopold - Leopoldswijk, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1047, Belgio","{""coordinates"": [4.373264, 50.839505], ""type"": ""Point""}","Hôtel de Gembloux, Rue de Trèves - Trierstraat, Quartier Léopold - Leopoldswijk, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1047, Belgio",building,yes
157,Aeroporto di Bruxelles-Zaventem,Aeroporto di Bruxelles-Zaventem,"[""*...Bruxelles è servita dall'Aeroporto di Bruxelles-Zaventem, situato nella municipalità di Zaventem, e dall'Aeroporto di Charleroi-Bruxelles Sud, posto vicino alla città di Charleroi in Vallonia...."", ""*...Tra questi Zaventem (sede dell'Aeroporto internazionale), Kraainem (capolinea della metropolitana) e Tervuren (quartiere residenziale)...."", ""...Nella sala accettazione dell'Aeroporto internazionale di Zaventem e alla stazione metro di Maelbeek, nel quartiere delle Istituzioni europee, dove vi sono stati 35 morti e centinaia di feriti di 40 nazionalità diverse...."", '...Provincia del Brabante Fiammingo (15 comuni): Beersel, Dilbeek, Drogenbos, Grimbergen, Halle, Kraainem, Linkebeek, Machelen, Sint-Genesius-Rode, Sint-Pieters-Leeuw, Tervuren, Vilvoorde, Wemmel, Wezembeek-Oppem, Zaventem;...']","Aeroporto di Bruxelles-National, Luchthaven Brussel Nationaal, Zaventem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1930, Belgio","{""coordinates"": [4.483259, 50.898336], ""type"": ""Point""}","Aeroporto di Bruxelles-National, Luchthaven Brussel Nationaal, Zaventem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1930, Belgio",aeroway,terminal
161,Ville de Bruxelles,Ville de Bruxelles,"['*...Bruxelles è amministrata dalla regione di Bruxelles-Capitale, suddivisa in 19 comuni, tra cui quello del centro storico, il Comune di Bruxelles (Ville de Bruxelles/Stad Brussels)....']","Hôtel de Ville de Bruxelles - Stadhuis van Brussel, 8, Grand Place, Quartier Saint-Jacques - Sint-Jacobswijk, Quartier du Centre - Centrumwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1212, Belgio","{""coordinates"": [4.351822, 50.846472], ""type"": ""Point""}","Hôtel de Ville de Bruxelles - Stadhuis van Brussel, 8, Grand Place, Quartier Saint-Jacques - Sint-Jacobswijk, Quartier du Centre - Centrumwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1212, Belgio",tourism,attraction
162,Stad Brussels,Stad Brussels,"['*...Bruxelles è amministrata dalla regione di Bruxelles-Capitale, suddivisa in 19 comuni, tra cui quello del centro storico, il Comune di Bruxelles (Ville de Bruxelles/Stad Brussels)....', '*...Bruxelles (; in olandese Brussel, ;...', '...Bruxelles ha diverse Università, quattro di queste sono l\'Université Libre de Bruxelles (ULB), la Vrije Universiteit Brussel (VUB), le Facultés universitaires Saint-Louis (FUSL) e la Katholieke Universiteit Brussel (KUB) nonché le facoltà di medicina dell\'Université catholique de Louvain (UCL), situata nel quartiere Alma presso il grande Ospedale ""Saint Luc""....']","Musée de la ville de Bruxelles - Museum van de Stad Brussel, Grand Place, Quartier Saint-Jacques - Sint-Jacobswijk, Quartier du Centre - Centrumwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1212, Belgio","{""coordinates"": [4.352781, 50.846976], ""type"": ""Point""}","Musée de la ville de Bruxelles - Museum van de Stad Brussel, Grand Place, Quartier Saint-Jacques - Sint-Jacobswijk, Quartier du Centre - Centrumwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1212, Belgio",tourism,museum
164,Woluwe-Saint-Lambert,Woluwe-Saint-Lambert,"['...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...', '*...La Royal White Star Bruxelles, nata da varie fusioni e scissioni, con sede nella municipalità di Woluwe-Saint-Lambert ma che gioca allo Stade Fallon, è fallita nel 2016....']","BNP Paribas Fortis, 6, Rue Bâtonnier Braffort - Stafhouder Braffortstraat, Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1200, Belgio","{""coordinates"": [4.401632, 50.840605], ""type"": ""Point""}","BNP Paribas Fortis, 6, Rue Bâtonnier Braffort - Stafhouder Braffortstraat, Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1200, Belgio",amenity,bank
